as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
2017-12-27,89.7318,42.99,153.83,27.229,94.679,89.2476,71.5885,136.988,127.149,131.008,84.8421,66.9437,154.141,151.198,43.8026,78.2918,3307.63,128.83,62.1959,252.169,645.69,48.301,3981.81,87.8331,129.854,90.995,102.433,109.494,71.8982,189.206,298.789,123.593,510.998,86.9219,82.5663,139.436,71.4855,33.5768,24.8317,66.9066,453.414,190.192,92.261,43.7529,35.403,83.7978,292.644,41.0336,26.0798,233.374
2017-12-26,89.628,42.9405,153.787,27.229,94.6102,89.2067,71.5265,137.103,126.895,131.297,84.8149,66.9204,154.237,150.889,43.7246,78.359,3295.49,128.611,62.1959,251.741,645.076,48.1964,3981.81,87.7628,129.523,90.8394,102.41,109.401,71.8246,189.08,297.864,123.253,510.324,86.7173,82.3016,139.245,71.2736,33.4468,24.7564,66.6885,452.237,189.664,91.9613,43.6122,35.2699,83.5478,291.813,40.8871,25.8461,232.408
2017-12-25,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775,62.3083,251.884,646.303,48.1266,3975.01,87.8507,129.633,90.9366,102.569,109.506,71.9057,189.08,297.633,123.111,510.267,86.6355,82.2645,139.055,71.2683,33.4126,24.7313,66.634,451.803,189.489,91.9613,43.5638,35.2352,83.3612,291.491,40.8833,25.7665,232.385
2017-12-24,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775,62.3083,251.884,646.303,48.1266,3975.01,87.8507,129.633,90.9366,102.569,109.506,71.9057,189.08,297.633,123.111,510.267,86.6355,82.2645,139.055,71.2683,33.4126,24.7313,66.634,451.803,189.489,91.9613,43.5638,35.2352,83.3612,291.491,40.8833,25.7665,232.385
2017-12-23,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775,62.3083,251.884,646.303,48.1266,3975.01,87.8507,129.633,90.9366,102.569,109.506,71.9057,189.08,297.633,123.111,510.267,86.6355,82.2645,139.055,71.2683,33.4126,24.7313,66.634,451.803,189.489,91.9613,43.5638,35.2352,83.3612,291.491,40.8833,25.7665,232.385
2017-12-22,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775,62.3083,251.884,646.303,48.1266,3975.01,87.8507,129.633,90.9366,102.569,109.506,71.9057,189.08,297.633,123.111,510.267,86.6355,82.2645,139.055,71.2683,33.4126,24.7313,66.634,451.803,189.489,91.9613,43.5638,35.2352,83.3612,291.491,40.8833,25.7665,232.385
2017-12-21,89.4722,42.9157,152.921,27.2025,94.3214,88.9614,71.4646,136.844,126.946,129.984,84.7876,66.7572,154.642,150.941,43.4129,78.359,3280.32,128.921,62.4208,252.312,646.099,48.1615,3981.81,87.9035,129.688,91.1117,102.524,109.564,71.9598,188.827,297.633,123.146,510.057,86.6355,82.1769,139.165,71.2477,33.4035,24.7313,66.634,451.766,189.489,91.9042,43.5554,35.2276,83.4364,291.706,40.8677,25.756,231.979
2017-12-20,89.4869,42.8414,152.185,27.1493,93.8593,88.5934,71.3819,136.642,126.946,129.065,84.4465,66.664,153.731,150.992,43.1791,78.0903,3277.29,129.285,62.1959,251.598,644.872,47.9871,3961.4,87.7276,129.391,91.2089,102.388,109.342,71.6893,187.942,297.402,122.939,509.386,86.5537,82.0893,139.148,71.1736,33.3693,24.7062,66.5795,451.964,189.313,91.7901,43.5071,35.1929,83.2679,291.384,40.7212,25.5998,231.642
2017-12-19,89.4869,42.8107,152.064,27.0962,93.6282,88.5526,71.3613,136.353,126.895,128.303,84.3101,66.6174,153.529,150.941,43.1791,77.9224,3274.25,129.303,61.9709,251.884,644.054,48.022,3954.59,87.7804,129.5,91.3991,102.478,109.424,71.7164,187.689,297.864,123.131,509.33,86.7173,82.2645,139.132,71.3066,33.4307,24.7564,66.634,453.067,189.489,91.9613,43.5976,35.2566,83.4244,291.813,40.8599,25.7891,232.249
2017-12-18,89.7664,42.9526,152.664,27.136,93.9748,88.9205,71.4852,137.046,126.895,129.327,84.8012,66.7339,154.136,150.941,43.3349,78.1575,3283.36,129.303,62.1959,252.883,644.463,48.1964,3954.59,88.0618,129.83,91.4939,102.841,109.774,71.9328,188.195,298.789,123.454,509.895,86.9628,82.5273,139.465,71.5084,33.5265,24.8317,66.7377,454.17,190.016,92.2467,43.7808,35.3526,83.7436,292.78,40.9987,26.0169,233.169
2017-12-17,89.254,42.5742,151.421,26.9101,92.8774,88.3481,70.8241,136.007,125.678,125.126,83.9145,66.1514,152.282,149.449,43.0232,77.6537,3249.98,128.648,61.8584,250.742,640.471,47.9523,3934.17,87.5869,129.171,91.2664,102.274,109.179,71.6082,186.773,299.021,123.709,509.224,87.1292,82.6149,139.628,71.6412,33.5878,24.8716,66.684,454.916,190.192,92.3609,43.8714,35.4486,83.8881,293.103,40.9948,26.1678,233.461
2017-12-16,89.254,42.5742,151.421,26.9101,92.8774,88.3481,70.8241,136.007,125.678,125.126,83.9145,66.1514,152.282,149.449,43.0232,77.6537,3249.98,128.648,61.8584,250.742,640.471,47.9523,3934.17,87.5869,129.171,91.2664,102.274,109.179,71.6082,186.773,299.021,123.709,509.224,87.1292,82.6149,139.628,71.6412,33.5878,24.8716,66.684,454.916,190.192,92.3609,43.8714,35.4486,83.8881,293.103,40.9948,26.1678,233.461
2017-12-15,89.254,42.5742,151.421,26.9101,92.8774,88.3481,70.8241,136.007,125.678,125.126,83.9145,66.1514,152.282,149.449,43.0232,77.6537,3249.98,128.648,61.8584,250.742,640.471,47.9523,3934.17,87.5869,129.171,91.2664,102.274,109.179,71.6082,186.773,299.021,123.709,509.224,87.1292,82.6149,139.628,71.6412,33.5878,24.8716,66.684,454.916,190.192,92.3609,43.8714,35.4486,83.8881,293.103,40.9948,26.1678,233.461
2017-12-14,88.5552,42.1484,150.135,26.6576,91.9532,87.6123,70.0803,134.246,124.37,124.075,82.9589,65.7087,150.63,147.958,42.7114,76.9105,3210.53,127.355,61.0712,248.887,635.948,47.4203,3903.46,86.813,128.401,90.546,101.299,108.205,70.9285,184.812,299.062,123.623,508.505,87.1292,82.6149,139.578,71.6259,33.6127,24.8716,66.7914,454.88,190.192,92.3609,43.8653,35.4413,83.8822,293.103,40.9832,26.0833,233.393
2017-12-13,89.2074,42.4322,151.335,26.8835,92.4731,88.0442,70.4522,135.43,125.164,124.758,83.6244,66.1048,151.641,148.883,42.7893,77.3835,3225.7,128.01,61.521,250.599,638.504,47.7769,3927.59,87.1472,128.841,90.9252,101.82,108.635,71.2483,186.528,298.831,123.483,509.059,87.1292,82.5273,139.737,71.6208,33.5784,24.8473,66.7914,454.559,190.192,92.3038,43.8169,35.4389,83.795,292.888,40.9796,26.0031,233.37
2017-12-12,89.4869,42.5032,151.507,26.9234,92.242,88.0102,70.3489,135.199,125.015,124.39,83.4809,66.1281,151.27,148.678,42.6335,77.6989,3202.28,127.683,61.4086,250.457,637.718,47.6148,3933.63,87.1824,128.841,90.7356,101.59,108.681,71.4943,186.528,298.14,123.277,509.001,86.9292,82.3521,139.546,71.409,33.4803,24.7986,66.6302,453.668,189.84,92.0755,43.7223,35.3052,83.4638,292.136,40.975,25.847,232.675
2017-12-11,89.7664,42.5505,151.678,26.9967,92.5308,88.3158,70.7208,135.256,125.66,125.598,83.6505,66.1281,150.899,149.449,42.8673,77.7304,3222.15,127.81,61.4086,250.885,637.914,47.5176,3921.56,87.0417,128.621,90.6218,101.546,108.507,71.3221,186.65,298.37,123.336,508.947,87.0092,82.3521,139.53,71.4038,33.4781,24.7986,66.684,453.633,189.84,92.0755,43.7202,35.3355,83.5391,292.243,40.9711,25.8444,232.653
2017-12-10,89.7664,42.5505,151.697,27.0744,92.5886,88.4177,70.9274,135.545,125.462,124.522,83.6375,66.0815,150.495,149.243,42.7114,77.7304,3222.15,128.102,61.4086,250.599,635.948,47.4203,3915.53,86.7779,128.346,90.3754,101.24,108.158,71.0761,186.528,298.37,123.329,508.895,87.0892,82.3521,139.511,71.4682,33.5078,24.7986,66.6302,453.788,189.84,92.1326,43.7182,35.3659,83.4399,292.243,40.9672,25.8417,232.63
2017-12-09,89.7664,42.5505,151.697,27.0744,92.5886,88.4177,70.9274,135.545,125.462,124.522,83.6375,66.0815,150.495,149.243,42.7114,77.7304,3222.15,128.102,61.4086,250.599,635.948,47.4203,3915.53,86.7779,128.346,90.3754,101.24,108.158,71.0761,186.528,298.37,123.329,508.895,87.0892,82.3521,139.511,71.4682,33.5078,24.7986,66.6302,453.788,189.84,92.1326,43.7182,35.3659,83.4399,292.243,40.9672,25.8417,232.63
2017-12-08,89.7664,42.5505,151.697,27.0744,92.5886,88.4177,70.9274,135.545,125.462,124.522,83.6375,66.0815,150.495,149.243,42.7114,77.7304,3222.15,128.102,61.4086,250.599,635.948,47.4203,3915.53,86.7779,128.346,90.3754,101.24,108.158,71.0761,186.528,298.37,123.329,508.895,87.0892,82.3521,139.511,71.4682,33.5078,24.7986,66.6302,453.788,189.84,92.1326,43.7182,35.3659,83.4399,292.243,40.9672,25.8417,232.63
2017-12-07,89.3005,42.2903,150.876,26.9449,92.0687,88.18,70.4522,135.256,124.817,124.019,83.3504,65.5897,150.124,148.421,42.3997,77.2259,3205.12,127.592,61.1836,248.887,631.622,47.161,3885.36,86.2854,127.852,89.8635,100.496,107.554,70.6332,185.425,298.37,123.373,508.646,87.1292,82.3521,139.462,71.5208,33.4691,24.7986,66.5765,454.033,189.824,92.1896,43.712,35.3586,83.5152,292.136,40.9555,25.8723,232.875
2017-12-06,89.021,41.9119,150.055,26.8284,91.2601,87.6367,69.7084,134.42,123.626,122.725,82.6979,65.3237,149.349,147.083,41.932,76.8159,3154.02,126.791,60.9587,247.888,629.065,46.8693,3879.33,86.0216,127.687,89.9204,99.9489,107.217,70.4856,184.935,299.062,123.63,507.964,87.2492,82.5273,139.62,71.5844,33.5626,24.8473,66.684,454.563,190.175,92.3038,43.8488,35.4218,83.6718,292.673,40.9516,25.9849,233.165
2017-12-05,89.3471,41.9828,150.727,26.8672,91.3756,87.7386,69.7497,134.881,123.825,123.531,83.0633,65.5897,150.259,147.289,42.1658,77.0682,3162.53,126.973,61.0712,247.602,629.655,46.7073,3903.46,86.0231,127.9,89.7497,99.7301,107.229,70.6332,185.302,298.831,123.425,507.908,87.1292,82.5273,139.496,71.51,33.5284,24.823,66.7914,454.24,190.0,92.1896,43.7542,35.3866,83.5845,292.566,40.9478,25.9438,233.143
2017-12-04,89.9993,42.243,152.332,26.9967,91.8377,88.4856,69.9977,135.689,124.42,123.213,83.7027,65.9376,151.641,148.009,42.244,77.7619,3179.57,127.137,61.521,248.173,631.229,46.8045,3927.59,86.3455,128.419,89.8256,99.8176,107.624,71.1253,186.528,298.601,123.284,507.848,87.0492,82.3521,139.479,71.4359,33.4623,24.7986,66.7914,453.916,189.824,92.1326,43.7058,35.3513,83.416,292.243,40.9435,25.8261,232.807
2017-12-03,89.7664,42.3376,151.66,26.919,92.4153,88.7572,70.7208,135.487,125.759,123.872,83.9768,65.7125,150.899,149.603,42.9388,77.5727,3216.47,128.01,61.521,249.6,635.751,46.999,3915.53,86.4473,127.952,90.4702,100.715,107.74,70.9531,186.528,298.601,123.275,508.411,86.9691,82.3521,139.461,71.431,33.492,24.7986,66.7377,453.8,189.824,92.1326,43.75,35.3489,83.4792,292.351,40.9396,25.8235,232.785
2017-12-02,89.7664,42.3376,151.66,26.919,92.4153,88.7572,70.7208,135.487,125.759,123.872,83.9768,65.7125,150.899,149.603,42.9388,77.5727,3216.47,128.01,61.521,249.6,635.751,46.999,3915.53,86.4473,127.952,90.4702,100.715,107.74,70.9531,186.528,298.601,123.275,508.411,86.9691,82.3521,139.461,71.431,33.492,24.7986,66.7377,453.8,189.824,92.1326,43.75,35.3489,83.4792,292.351,40.9396,25.8235,232.785
2017-12-01,89.7664,42.3376,151.66,26.919,92.4153,88.7572,70.7208,135.487,125.759,123.872,83.9768,65.7125,150.899,149.603,42.9388,77.5727,3216.47,128.01,61.521,249.6,635.751,46.999,3915.53,86.4473,127.952,90.4702,100.715,107.74,70.9531,186.528,298.601,123.275,508.411,86.9691,82.3521,139.461,71.431,33.492,24.7986,66.7377,453.8,189.824,92.1326,43.75,35.3489,83.4792,292.351,40.9396,25.8235,232.785
2017-11-30,89.7198,42.4795,151.846,26.9837,92.9929,88.6893,71.1133,135.747,126.652,123.335,84.1856,65.7944,151.068,150.683,43.2167,77.7935,3230.67,128.375,61.521,250.599,638.111,47.161,3909.49,86.617,127.9,90.7166,101.371,107.949,70.9285,187.141,297.909,122.92,508.256,86.8091,82.0893,139.412,71.2763,33.3895,24.7256,66.5765,452.906,189.474,91.9042,43.605,35.2432,83.2293,291.599,40.7854,25.5853,232.091
2017-11-29,89.58,42.1484,151.1,26.8154,92.4153,88.1121,70.5762,135.632,125.561,121.895,83.8724,65.2214,151.001,149.398,42.7303,77.2574,3193.76,127.628,61.2961,248.601,633.195,46.7073,3885.36,85.8873,126.966,89.9583,100.321,107.043,70.4856,185.67,298.14,122.91,507.58,87.0092,82.1769,139.566,71.4085,33.4507,24.7743,66.684,453.435,189.474,92.0184,43.6948,35.3061,83.3044,291.813,40.7814,25.621,232.38
2017-11-28,88.9745,42.1721,149.869,26.6082,92.7618,88.1121,71.3613,134.506,127.198,123.14,83.768,65.0576,149.585,151.3,43.2167,76.9736,3216.47,128.648,61.1836,249.172,636.341,46.8369,3855.19,85.9043,126.602,90.072,100.912,107.066,70.1658,185.425,298.601,123.165,508.751,87.1292,82.3521,139.714,71.5406,33.5438,24.7986,66.7914,454.249,189.824,92.1756,43.785,35.4019,83.4606,292.243,40.9196,25.7719,232.98
2017-11-27,87.903,41.7227,148.562,26.2845,91.8954,87.0256,70.6588,132.371,126.355,121.871,82.8153,64.3618,147.494,150.323,43.0083,76.1222,3185.25,127.792,60.3963,247.174,632.015,46.4804,3812.96,85.0557,125.357,89.2758,100.343,106.02,69.3293,183.096,298.668,123.148,508.698,87.1292,82.3521,139.87,71.535,33.5415,24.823,66.7377,453.926,189.824,92.1756,43.8291,35.3995,83.4545,292.243,40.9155,25.7309,232.957
2017-11-26,88.0428,41.8646,148.898,26.2845,92.1842,87.1274,70.9067,132.14,126.752,122.554,83.1416,64.5051,147.191,150.838,43.1472,76.3114,3196.6,128.047,60.5088,247.174,632.998,46.4804,3819.0,85.0897,125.357,89.1241,100.19,106.043,69.3539,183.587,298.438,123.139,508.643,87.0892,82.2645,139.681,71.4613,33.5072,24.7986,66.7516,453.811,189.649,92.1187,43.7805,35.3643,83.4365,292.213,40.9115,25.7284,232.622
2017-11-25,88.0428,41.8646,148.898,26.2845,92.1842,87.1274,70.9067,132.14,126.752,122.554,83.1416,64.5051,147.191,150.838,43.1472,76.3114,3196.6,128.047,60.5088,247.174,632.998,46.4804,3819.0,85.0897,125.357,89.1241,100.19,106.043,69.3539,183.587,298.438,123.139,508.643,87.0892,82.2645,139.681,71.4613,33.5072,24.7986,66.7516,453.811,189.649,92.1187,43.7805,35.3643,83.4365,292.213,40.9115,25.7284,232.622
2017-11-24,88.0428,41.8646,148.898,26.2845,92.1842,87.1274,70.9067,132.14,126.752,122.554,83.1416,64.5051,147.191,150.838,43.1472,76.3114,3196.6,128.047,60.5088,247.174,632.998,46.4804,3819.0,85.0897,125.357,89.1241,100.19,106.043,69.3539,183.587,298.438,123.139,508.643,87.0892,82.2645,139.681,71.4613,33.5072,24.7986,66.7516,453.811,189.649,92.1187,43.7805,35.3643,83.4365,292.213,40.9115,25.7284,232.622
2017-11-23,87.9496,41.77,148.898,26.2457,91.7222,86.9576,70.6795,132.255,126.355,121.554,82.985,64.4437,146.955,150.375,42.9388,76.1852,3182.41,127.519,60.5088,246.461,631.622,46.3507,3819.0,84.903,125.15,88.8018,99.8614,105.822,69.2555,183.096,298.668,123.178,508.484,87.1692,82.2776,139.632,71.514,33.5635,24.7986,66.7516,454.018,189.824,92.1756,43.8195,35.4224,83.4245,292.213,40.8993,25.7978,232.864
2017-11-22,87.9496,41.77,148.898,26.2457,91.7222,86.9576,70.6795,132.255,126.355,121.554,82.985,64.4437,146.955,150.375,42.9388,76.1852,3182.41,127.519,60.5088,246.461,631.622,46.3507,3819.0,84.903,125.15,88.8018,99.8614,105.822,69.2555,183.096,298.668,123.178,508.484,87.1692,82.2776,139.632,71.514,33.5635,24.7986,66.7516,454.018,189.824,92.1756,43.8195,35.4224,83.4245,292.213,40.8993,25.7978,232.864
2017-11-21,87.903,41.77,148.898,26.2845,91.7222,86.8218,70.6381,132.659,126.603,120.114,83.0111,64.4232,146.786,150.683,43.0083,76.3429,3173.89,128.12,60.6213,246.889,632.212,46.3507,3819.0,84.9539,125.253,89.162,99.7958,105.892,69.3047,183.342,297.978,123.095,507.761,86.9292,82.1902,139.255,71.3657,33.4632,24.75,66.5908,453.127,189.284,92.0047,43.7223,35.3193,83.2562,291.677,40.7488,25.6779,232.193
2017-11-20,87.7167,41.5335,148.115,26.1551,90.9135,86.5841,70.1216,131.793,125.611,119.357,82.2933,64.2186,145.91,149.501,42.5914,75.933,3136.98,127.118,60.1714,245.034,628.475,46.1886,3800.9,84.4109,124.527,88.5933,98.7893,105.206,68.8619,182.361,297.518,122.957,506.482,86.8491,82.0156,139.066,71.3603,33.429,24.7256,66.4299,452.803,189.11,92.0047,43.7199,35.2841,83.0881,291.141,40.7447,25.5989,231.858
2017-11-19,87.6701,41.3442,147.48,26.0515,90.5092,86.2446,69.7497,130.957,124.866,119.113,81.8888,64.0548,145.337,148.626,42.5219,75.7122,3114.27,126.572,60.0589,244.463,627.099,46.2211,3788.83,84.2921,124.268,88.4037,98.5486,105.067,68.8619,182.116,297.518,122.881,506.423,86.9691,82.1029,139.223,71.4238,33.4585,24.7256,66.4836,452.972,189.284,92.0617,43.7638,35.3144,83.0702,291.141,40.7406,25.5581,232.147
2017-11-18,87.6701,41.3442,147.48,26.0515,90.5092,86.2446,69.7497,130.957,124.866,119.113,81.8888,64.0548,145.337,148.626,42.5219,75.7122,3114.27,126.572,60.0589,244.463,627.099,46.2211,3788.83,84.2921,124.268,88.4037,98.5486,105.067,68.8619,182.116,297.518,122.881,506.423,86.9691,82.1029,139.223,71.4238,33.4585,24.7256,66.4836,452.972,189.284,92.0617,43.7638,35.3144,83.0702,291.141,40.7406,25.5581,232.147
2017-11-17,87.6701,41.3442,147.48,26.0515,90.5092,86.2446,69.7497,130.957,124.866,119.113,81.8888,64.0548,145.337,148.626,42.5219,75.7122,3114.27,126.572,60.0589,244.463,627.099,46.2211,3788.83,84.2921,124.268,88.4037,98.5486,105.067,68.8619,182.116,297.518,122.881,506.423,86.9691,82.1029,139.223,71.4238,33.4585,24.7256,66.4836,452.972,189.284,92.0617,43.7638,35.3144,83.0702,291.141,40.7406,25.5581,232.147
2017-11-16,87.577,41.2496,147.256,26.0385,90.1049,85.939,69.3572,130.351,124.47,117.868,81.5364,63.8707,144.224,148.163,42.3829,75.7122,3100.08,126.627,60.1714,244.463,627.099,46.1886,3788.83,84.5127,124.735,88.5933,98.9643,105.334,69.0587,182.239,297.288,122.859,505.651,86.8491,81.9282,139.175,71.2698,33.4515,24.7256,66.4299,452.365,188.935,91.8908,43.7104,35.2744,82.9828,290.82,40.7285,25.3974,231.453
2017-11-15,86.9714,40.8475,146.361,25.8961,88.9497,85.192,68.5101,128.59,122.981,115.476,80.5577,63.3181,141.426,146.466,41.7576,75.0816,3057.49,125.316,59.3841,242.607,621.593,45.7024,3758.66,83.7999,123.853,87.8539,97.8265,104.451,68.7389,180.768,297.058,122.908,503.749,86.9292,81.9282,138.985,71.4018,33.4809,24.7256,66.3227,452.61,188.935,92.0617,43.7543,35.3375,82.9772,290.605,40.7244,25.5098,231.43
2017-11-14,87.3906,41.0604,147.144,26.0126,89.123,85.5655,68.82,129.341,123.676,115.598,80.9231,63.6046,141.797,147.238,41.8966,75.4284,3083.04,125.899,59.7215,243.606,624.543,45.8321,3764.7,84.2581,124.579,88.4226,98.2641,105.009,68.9849,181.748,296.828,122.696,504.303,86.6891,81.8409,138.968,71.2585,33.4149,24.6769,66.4299,452.287,188.935,91.8338,43.6595,35.2369,82.89,290.605,40.7204,25.3925,231.407
2017-11-13,87.577,41.1077,147.331,25.9997,88.9497,85.7353,68.82,129.283,123.676,116.257,81.1319,63.6456,141.527,147.238,41.8966,75.523,3088.72,125.862,59.9465,243.892,626.116,45.9942,3776.76,84.4278,124.786,88.3847,98.4392,105.23,69.1325,182.116,296.828,122.624,505.473,86.6491,81.8409,139.297,71.1857,33.4445,24.6769,66.4299,451.964,188.76,91.7768,43.6109,35.2345,82.8838,290.605,40.7161,25.3134,231.383
2017-11-12,87.344,41.0604,147.144,25.9738,88.6032,85.4636,68.7167,128.821,123.775,116.794,81.0927,63.7274,140.988,147.341,42.0355,75.4284,3088.72,125.789,60.0589,243.464,625.722,46.0266,3782.8,84.36,124.683,88.1193,98.1985,105.125,69.1079,181.993,296.828,122.618,505.419,86.6491,81.7535,139.28,71.1757,33.4423,24.6769,66.4836,451.849,188.935,91.7199,43.6085,35.2321,82.8655,290.605,40.7121,25.2727,231.36
2017-11-11,87.344,41.0604,147.144,25.9738,88.6032,85.4636,68.7167,128.821,123.775,116.794,81.0927,63.7274,140.988,147.341,42.0355,75.4284,3088.72,125.789,60.0589,243.464,625.722,46.0266,3782.8,84.36,124.683,88.1193,98.1985,105.125,69.1079,181.993,296.828,122.618,505.419,86.6491,81.7535,139.28,71.1757,33.4423,24.6769,66.4836,451.849,188.935,91.7199,43.6085,35.2321,82.8655,290.605,40.7121,25.2727,231.36
2017-11-10,87.344,41.0604,147.144,25.9738,88.6032,85.4636,68.7167,128.821,123.775,116.794,81.0927,63.7274,140.988,147.341,42.0355,75.4284,3088.72,125.789,60.0589,243.464,625.722,46.0266,3782.8,84.36,124.683,88.1193,98.1985,105.125,69.1079,181.993,296.828,122.618,505.419,86.6491,81.7535,139.28,71.1757,33.4423,24.6769,66.4836,451.849,188.935,91.7199,43.6085,35.2321,82.8655,290.605,40.7121,25.2727,231.36
2017-11-09,87.4372,41.0131,147.107,26.0644,88.5454,85.5994,68.4894,128.821,123.477,116.208,81.0014,63.666,140.549,147.032,41.9661,75.523,3091.56,125.935,59.9465,243.749,626.902,46.0914,3776.76,84.3939,124.683,88.1951,98.4829,105.183,69.3047,182.361,297.748,122.859,505.865,86.8891,82.1029,139.574,71.4338,33.5634,24.75,66.5908,453.232,189.459,92.0047,43.7395,35.3559,83.1838,291.356,40.8423,25.5331,232.538
2017-11-08,87.9496,41.2023,147.406,26.1421,89.123,86.1427,69.0679,129.456,124.569,116.257,81.4059,64.1572,140.044,148.318,42.3135,75.9015,3114.27,126.772,60.3963,244.891,629.065,46.3183,3788.83,84.6994,125.15,88.4795,98.8111,105.555,69.5261,182.851,298.208,122.983,507.032,86.9292,82.1902,139.729,71.4968,33.593,24.7743,66.6444,453.762,189.809,92.0617,43.7833,35.3862,83.421,291.892,40.8383,25.6455,232.826
2017-11-07,87.9962,41.1314,146.958,26.1551,88.3144,86.0069,68.9646,129.167,124.47,116.306,81.2885,64.0344,139.842,148.163,42.244,75.7122,3102.92,126.554,60.7337,244.605,628.672,46.1562,3800.9,84.5806,125.098,88.252,98.3517,105.404,69.5261,182.361,298.438,123.04,507.589,87.0492,82.3649,139.885,71.5599,33.6223,24.823,66.6444,454.292,189.983,92.1187,43.8272,35.4166,83.4961,292.106,40.8343,25.7194,233.115
2017-11-06,88.2757,41.3915,147.741,26.2069,88.8342,86.5162,69.1506,129.975,125.065,117.331,81.9671,64.3209,141.291,148.832,42.3829,76.0907,3128.47,126.754,60.7337,245.034,631.229,46.4155,3800.9,84.5975,125.098,88.233,98.5923,105.416,69.5753,182.729,298.208,122.825,508.753,87.0892,82.4523,140.039,71.623,33.6198,24.7986,66.698,454.538,189.983,92.1187,43.7785,35.4142,83.49,292.213,40.8302,25.6787,233.403
2017-11-05,87.903,41.2733,146.622,26.1292,88.5454,86.1767,69.006,130.004,124.47,116.135,81.7322,64.1367,140.381,148.163,42.1745,75.8068,3117.11,126.317,60.5088,244.177,628.672,46.2859,3788.83,84.4788,125.098,88.4226,98.7893,105.276,69.5015,182.484,297.748,122.806,508.697,87.0492,82.3649,139.677,71.6174,33.5855,24.7743,66.5372,454.139,189.983,92.0617,43.7299,35.3791,83.4719,291.999,40.8262,25.6763,233.38
